all_l_oks_rtree_10_dy_DAT1,all_l_oks_rtree_10_mt_DAT1,all_l_oks_rtree_5_dy_DAT1,all_l_oks_rtree_5_mt_DAT1,cpy_int_med_imp_dy_DAT1,cpy_int_med_imp_LC,cpy_int_med_imp_MFR_S205,cpy_int_med_imp_MFR_S206,cpy_int_med_imp_MFR_S411,cpy_int_med_imp_mt_DAT1,cpy_int_med_imp_qt_DAT1,cpy_int_med_imp_wk_DAT1,DATETIME,dy_DAT1,EM_PREDICTION,hs_bc_0_LC,hs_bc_p1_LC,hs_bc_p2_LC,hs_rtree_disct10_LC,hs_rtree_disct5_LC,LC,MFR_S205,MFR_S206,MFR_S411,mt_DAT1,nhoks_nloks_log_qt_DAT1,nhoks_nloks_pow_n0_5_qt_DAT1,nhoks_nloks_pow_p0_5_qt_DAT1,nhoks_nloks_pow_p1_qt_DAT1,nhoks_nloks_pow_p2_qt_DAT1,nhoks_nloks_rtree_10_qt_DAT1,nhoks_nloks_rtree_5_qt_DAT1,P_Gamma2,qt_DAT1,wk_DAT1,yr_DAT1,_WARN_,sample_id,sample_point_id,datetime_char,NNI,Gamma2,_dmIndex_,_PartInd_,Error,,
5,9,1,5,15,88,489.1068,0.102762,0.054648,11,4,1,1921050000,15,172.7861738,2.890371758,17,161.5,4,3,88,489.1068,0.102762,0.054648,11,1.386294361,0.5,2,4,16,4,4,172.7861738,4,1,2020,,2011025032,H12-S0411,15NOV20:09:00:00,140,165,3000076,0,4.718893188,,
5,9,1,5,15,88,384.0102,0.08613,0.052272,11,4,1,1921093200,15,167.3745402,2.890371758,17,161.5,4,3,88,384.0102,0.08613,0.052272,11,1.386294361,0.5,2,4,16,4,4,167.3745402,4,1,2020,,2011025720,H12-S0411,15NOV20:21:00:00,140,165,3000077,2,1.439115255,,
5,9,1,5,16,88,484.7094,0.099396,0.051678,11,4,2,1921136400,16,167.6053933,2.890371758,17,161.5,4,3,88,484.7094,0.099396,0.051678,11,1.386294361,0.5,2,4,16,4,4,167.6053933,4,2,2020,,2011026804,H12-S0411,16NOV20:09:00:00,140,170,3000078,0,1.408592182,,
5,9,1,5,16,88,443.4318,0.085536,0.055242,11,4,2,1921179600,16,169.1923875,2.890371758,17,161.5,4,3,88,443.4318,0.085536,0.055242,11,1.386294361,0.5,2,4,16,4,4,169.1923875,4,2,2020,,2011027703,H12-S0411,16NOV20:21:00:00,135,165,3000079,2,2.540840885,,
5,9,1,5,17,88,430.0632,0.090684,0.054252,11,4,3,1921222800,17,168.8098948,2.890371758,17,161.5,4,3,88,430.0632,0.090684,0.054252,11,1.386294361,0.5,2,4,16,4,4,168.8098948,4,3,2020,,2011028714,H12-S0411,17NOV20:09:00:00,140,165,3000080,2,2.309027152,,
5,9,1,5,17,88,458.5518,0.091674,0.055242,11,4,3,1921266000,17,171.6659999,2.890371758,17,161.5,4,3,88,458.5518,0.091674,0.055242,11,1.386294361,0.5,2,4,16,4,4,171.6659999,4,3,2020,,2011029532,H12-S0411,17NOV20:21:00:00,135,170,3000081,0,0.979999965,,
5,9,1,5,18,88,426.6234,0.090882,0.052866,11,4,4,1921309200,18,167.6985977,2.890371758,17,161.5,4,3,88,426.6234,0.090882,0.052866,11,1.386294361,0.5,2,4,16,4,4,167.6985977,4,4,2020,,2011030586,H12-S0411,18NOV20:09:00:00,140,165,3000082,2,1.635513764,,
5,9,1,5,18,88,458.3124,0.093258,0.052668,11,4,4,1921352400,18,167.9589063,2.890371758,17,161.5,4,3,88,458.3124,0.093258,0.052668,11,1.386294361,0.5,2,4,16,4,4,167.9589063,4,4,2020,,2011031474,H12-S0411,18NOV20:21:00:00,140,170,3000083,1,1.200643353,,
5,9,1,5,19,88,395.7282,0.096426,0.055242,11,4,5,1921395600,19,171.9298339,2.890371758,17,161.5,4,3,88,395.7282,0.096426,0.055242,11,1.386294361,0.5,2,4,16,4,4,171.9298339,4,5,2020,,2011032447,H12-S0411,19NOV20:09:00:00,140,170,3000084,1,1.135196418,,
5,9,1,5,19,88,467.4726,0.094644,0.05445,11,4,5,1921438800,19,169.9910193,2.890371758,17,161.5,4,3,88,467.4726,0.094644,0.05445,11,1.386294361,0.5,2,4,16,4,4,169.9910193,4,5,2020,,2011033236,H12-S0411,19NOV20:21:00:00,135,165,3000085,1,3.024860206,,
6,9,2,5,20,88,465.1542,0.088308,0.056232,11,4,6,1921482000,20,171.1703697,2.890371758,17,161.5,4,3,88,465.1542,0.088308,0.056232,11,1.386294361,0.5,2,4,16,4,4,171.1703697,4,6,2020,,2011034266,H12-S0411,20NOV20:09:00:00,140,175,3000086,1,2.188360194,,
6,9,2,5,20,88,473.256,0.099,0.055638,11,4,6,1921525200,20,172.5599438,2.890371758,17,161.5,4,3,88,473.256,0.099,0.055638,11,1.386294361,0.5,2,4,16,4,4,172.5599438,4,6,2020,,2011035322,H12-S0411,20NOV20:21:00:00,135,175,3000087,0,1.39431784,,
6,9,2,5,21,88,446.859,0.092268,0.054252,11,4,7,1921568400,21,168.4028083,2.890371758,17,161.5,4,3,88,446.859,0.092268,0.054252,11,1.386294361,0.5,2,4,16,4,4,168.4028083,4,7,2020,,2011036182,H12-S0411,21NOV20:09:00:00,140,170,3000088,2,0.939524541,,
6,9,2,5,21,88,457.884,0.10098,0.050688,11,4,7,1921611600,21,167.105201,2.890371758,17,161.5,4,3,88,457.884,0.10098,0.050688,11,1.386294361,0.5,2,4,16,4,4,167.105201,4,7,2020,,2011036850,H12-S0411,21NOV20:21:00:00,140,165,3000089,1,1.275879394,,
7,9,2,5,22,88,423.675,0.088704,0.05445,11,4,1,1921654800,22,168.8091759,2.890371758,17,161.5,4,3,88,423.675,0.088704,0.05445,11,1.386294361,0.5,2,4,16,4,4,168.8091759,4,1,2020,,2011037657,H12-S0411,22NOV20:09:00:00,135,165,3000090,0,2.30859143,,
7,9,2,5,22,87,452.214,0.092268,0.05148,11,4,1,1921698000,22,166.8575538,2.833213344,16,144,3,2,87,452.214,0.092268,0.05148,11,1.386294361,0.5,2,4,16,4,4,166.8575538,4,1,2020,,2011038327,H12-S0411,22NOV20:21:00:00,140,160,3000091,0,4.2859711,,
7,9,2,5,23,88,451.584,0.092466,0.052866,11,4,2,1921741200,23,167.7882204,2.890371758,17,161.5,4,3,88,451.584,0.092466,0.052866,11,1.386294361,0.5,2,4,16,4,4,167.7882204,4,2,2020,,2011039422,H12-S0411,23NOV20:09:00:00,140,165,3000092,1,1.689830564,,
7,9,2,5,23,88,374.0436,0.08811,0.054054,11,4,2,1921784400,23,170.0906629,2.890371758,17,161.5,4,3,88,374.0436,0.08811,0.054054,11,1.386294361,0.5,2,4,16,4,4,170.0906629,4,2,2020,,2011040275,H12-S0411,23NOV20:21:00:00,135,165,3000093,1,3.085250267,,
8,9,3,5,24,88,418.1814,0.088506,0.05049,11,4,3,1921827600,24,166.4671433,2.890371758,17,161.5,4,3,88,418.1814,0.088506,0.05049,11,1.386294361,0.5,2,4,16,4,4,166.4671433,4,3,2020,,2011041289,H12-S0411,24NOV20:09:00:00,140,165,3000094,2,0.88917777,,
8,9,3,5,24,87,411.6798,0.103554,0.054846,11,4,3,1921870800,24,170.8977648,2.833213344,16,144,3,2,87,411.6798,0.103554,0.054846,11,1.386294361,0.5,2,4,16,4,4,170.8977648,4,3,2020,,2011042059,H12-S0411,24NOV20:21:00:00,135,170,3000095,0,0.528096947,,
8,9,3,5,25,88,477.6786,0.097416,0.053658,11,4,4,1921914000,25,168.1135762,2.890371758,17,161.5,4,3,88,477.6786,0.097416,0.053658,11,1.386294361,0.5,2,4,16,4,4,168.1135762,4,4,2020,,2011043184,H12-S0411,25NOV20:09:00:00,140,165,3000096,1,1.887015867,,
8,9,3,5,25,88,449.6436,0.09108,0.053262,11,4,4,1921957200,25,167.4617276,2.890371758,17,161.5,4,3,88,449.6436,0.09108,0.053262,11,1.386294361,0.5,2,4,16,4,4,167.4617276,4,4,2020,,2011044065,H12-S0411,25NOV20:21:00:00,135,165,3000097,2,1.491956103,,
9,9,4,5,26,88,460.8576,0.091872,0.051282,11,4,5,1922000400,26,166.8549474,2.890371758,17,161.5,4,3,88,460.8576,0.091872,0.051282,11,1.386294361,0.5,2,4,16,4,4,166.8549474,4,5,2020,,2011045100,H12-S0411,26NOV20:09:00:00,135,165,3000098,1,1.124210545,,
9,9,4,5,26,88,445.6242,0.090882,0.053658,11,4,5,1922043600,26,167.6233126,2.890371758,17,161.5,4,3,88,445.6242,0.090882,0.053658,11,1.386294361,0.5,2,4,16,4,4,167.6233126,4,5,2020,,2011045931,H12-S0411,26NOV20:21:00:00,140,165,3000099,1,1.589886394,,
1,10,1,5,1,87,3.674,3.774,3.563,12,4,3,1922410800,1,927.5872824,2.833213344,16,144,3,2,87,3.674,3.774,3.563,12,1.386294361,0.5,2,4,16,4,4,927.5872824,4,3,2020,,2011052852,H12-S0411,01DEC20:03:00:00,26.3,880,3000100,1,5.407645722,,
2,10,1,5,4,103,54.028,0.715,0.523,12,4,6,1922713200,4,370.9879074,3.496507562,32,544,5,4,103,54.028,0.715,0.523,12,1.386294361,0.5,2,4,16,4,4,370.9879074,4,6,2020,,2012006899,H12-S0411,04DEC20:15:00:00,50,360,3000101,1,3.0521965,,
2,10,1,5,4,109,52.014,0.634,0.455,12,4,6,1922720400,4,336.6071244,3.663561646,38,760,7,5,109,52.014,0.634,0.455,12,1.386294361,0.5,2,4,16,4,4,336.6071244,4,6,2020,,2012006900,H12-S0411,04DEC20:17:00:00,52,360,3000102,1,6.498020992,,
2,10,1,5,4,107,43.067,0.68,0.458,12,4,6,1922734800,4,336.4203153,3.610917913,36,684,5,4,107,43.067,0.68,0.458,12,1.386294361,0.5,2,4,16,4,4,336.4203153,4,6,2020,,2012007342,H12-S0411,04DEC20:21:00:00,51,350,3000103,1,3.879909929,,
2,10,1,5,5,108,45.292,0.668,0.45,12,4,7,1922778000,5,335.5605473,3.63758616,37,721.5,6,4,108,45.292,0.668,0.45,12,1.386294361,0.5,2,4,16,4,4,335.5605473,4,7,2020,,2012008333,H12-S0411,05DEC20:09:00:00,52,340,3000104,0,1.305721394,,
2,10,1,5,5,109,42.512,0.641,0.432,12,4,7,1922821200,5,326.4324267,3.663561646,38,760,7,5,109,42.512,0.641,0.432,12,1.386294361,0.5,2,4,16,4,4,326.4324267,4,7,2020,,2012008935,H12-S0411,05DEC20:21:00:00,52,350,3000105,0,6.73359238,,
2,10,1,5,6,109,44.228,0.661,0.433,12,4,1,1922864400,6,335.7046855,3.663561646,38,760,7,5,109,44.228,0.661,0.433,12,1.386294361,0.5,2,4,16,4,4,335.7046855,4,1,2020,,2012009763,H12-S0411,06DEC20:09:00:00,52,350,3000106,0,4.084375583,,
2,10,1,5,6,109,41.907,0.623,0.419,12,4,1,1922907600,6,326.2813066,3.663561646,38,760,7,5,109,41.907,0.623,0.419,12,1.386294361,0.5,2,4,16,4,4,326.2813066,4,1,2020,,2012010425,H12-S0411,06DEC20:21:00:00,52,340,3000107,1,4.034909826,,
3,10,1,5,7,110,42.057,0.696,0.447,12,4,2,1922950800,7,338.0533933,3.688879454,39,799.5,8,5,110,42.057,0.696,0.447,12,1.386294361,0.5,2,4,16,4,4,338.0533933,4,2,2020,,2012011531,H12-S0411,07DEC20:09:00:00,51,350,3000108,2,3.413316203,,
3,10,1,5,7,109,46.409,0.562,0.432,12,4,2,1923001200,7,320.0792405,3.663561646,38,760,7,5,109,46.409,0.562,0.432,12,1.386294361,0.5,2,4,16,4,4,320.0792405,4,2,2020,,2012012280,H12-S0411,07DEC20:23:00:00,51,320,3000109,1,0.024762666,,
3,10,1,5,8,107,48.283,0.582,0.452,12,4,3,1923037200,8,324.3024313,3.610917913,36,684,5,4,107,48.283,0.582,0.452,12,1.386294361,0.5,2,4,16,4,4,324.3024313,4,3,2020,,2012013287,H12-S0411,08DEC20:09:00:00,51,330,3000110,1,1.726535961,,
3,10,1,5,8,108,48.384,0.588,0.443,12,4,3,1923080400,8,321.3058474,3.63758616,37,721.5,6,4,108,48.384,0.588,0.443,12,1.386294361,0.5,2,4,16,4,4,321.3058474,4,3,2020,,2012013983,H12-S0411,08DEC20:21:00:00,51,320,3000111,1,0.408077313,,
4,10,1,5,9,108,45.361,0.635,0.451,12,4,4,1923123600,9,325.3449688,3.63758616,37,721.5,6,4,108,45.361,0.635,0.451,12,1.386294361,0.5,2,4,16,4,4,325.3449688,4,4,2020,,2012015081,H12-S0411,09DEC20:09:00:00,51,320,3000112,1,1.670302747,,
4,10,1,5,9,108,49.002,0.625,0.447,12,4,4,1923166800,9,324.8356215,3.63758616,37,721.5,6,4,108,49.002,0.625,0.447,12,1.386294361,0.5,2,4,16,4,4,324.8356215,4,4,2020,,2012015955,H12-S0411,09DEC20:21:00:00,52,320,3000113,0,1.511131725,,
4,10,1,5,10,108,51.543,0.631,0.451,12,4,5,1923210000,10,332.1214361,3.63758616,37,721.5,6,4,108,51.543,0.631,0.451,12,1.386294361,0.5,2,4,16,4,4,332.1214361,4,5,2020,,2012016994,H12-S0411,10DEC20:09:00:00,52,330,3000114,1,0.642859424,,
4,10,1,5,10,108,48.505,0.632,0.454,12,4,5,1923253200,10,325.9950111,3.63758616,37,721.5,6,4,108,48.505,0.632,0.454,12,1.386294361,0.5,2,4,16,4,4,325.9950111,4,5,2020,,2012017755,H12-S0411,10DEC20:21:00:00,52,330,3000115,1,1.213633015,,
4,10,1,5,11,109,52.115,0.621,0.427,12,4,6,1923296400,11,333.8430144,3.663561646,38,760,7,5,109,52.115,0.621,0.427,12,1.386294361,0.5,2,4,16,4,4,333.8430144,4,6,2020,,2012018752,H12-S0411,11DEC20:09:00:00,52,320,3000116,1,4.325942009,,
4,10,1,5,11,109,49.325,0.578,0.431,12,4,6,1923339600,11,321.7906773,3.663561646,38,760,7,5,109,49.325,0.578,0.431,12,1.386294361,0.5,2,4,16,4,4,321.7906773,4,6,2020,,2012019556,H12-S0411,11DEC20:21:00:00,53,320,3000117,2,0.559586656,,
4,10,1,5,12,109,49.543,0.579,0.43,12,4,7,1923382800,12,321.8237193,3.663561646,38,760,7,5,109,49.543,0.579,0.43,12,1.386294361,0.5,2,4,16,4,4,321.8237193,4,7,2020,,2012020387,H12-S0411,12DEC20:09:00:00,52,320,3000118,1,0.569912269,,
4,10,1,5,12,108,44.826,0.55,0.429,12,4,7,1923426000,12,317.8880273,3.63758616,37,721.5,6,4,108,44.826,0.55,0.429,12,1.386294361,0.5,2,4,16,4,4,317.8880273,4,7,2020,,2012020995,H12-S0411,12DEC20:21:00:00,53,320,3000119,1,0.659991459,,
4,10,1,5,13,89,338.3352,1.559,0.869,12,4,1,1923462000,13,864.3620067,2.944438979,18,180,5,4,89,338.3352,1.559,0.869,12,1.386294361,0.5,2,4,16,4,4,864.3620067,4,1,2020,,2012021785,H12-S0411,13DEC20:07:00:00,64,800,3000120,1,8.045250839,,
4,10,1,5,13,89,362.376,1.601,0.897,12,4,1,1923469200,13,878.6123886,2.944438979,18,180,5,4,89,362.376,1.601,0.897,12,1.386294361,0.5,2,4,16,4,4,878.6123886,4,1,2020,,2012021812,H12-S0411,13DEC20:09:00:00,69,910,3000121,1,3.449188062,,
4,10,1,5,13,87,420.3234,1.97,0.926,12,4,1,1923512400,13,1011.157074,2.833213344,16,144,3,2,87,420.3234,1.97,0.926,12,1.386294361,0.5,2,4,16,4,4,1011.157074,4,1,2020,,2012022407,H12-S0411,13DEC20:21:00:00,72,1000,3000122,0,1.11570737,,
5,10,1,5,14,87,420.3234,2.104,0.977,12,4,2,1923555600,14,1094.250164,2.833213344,16,144,3,2,87,420.3234,2.104,0.977,12,1.386294361,0.5,2,4,16,4,4,1094.250164,4,2,2020,,2012023456,H12-S0411,14DEC20:09:00:00,72,1050,3000123,1,4.214301286,,
5,10,1,5,14,86,392.2884,1.787,0.913,12,4,2,1923598800,14,1016.699886,2.772588722,15,127.5,2,1,86,392.2884,1.787,0.913,12,1.386294361,0.5,2,4,16,4,4,1016.699886,4,2,2020,,2012024259,H12-S0411,14DEC20:21:00:00,73,1050,3000124,1,3.171439419,,
5,10,1,5,15,87,437.7492,1.558,0.96,12,4,3,1923642000,15,965.8256195,2.833213344,16,144,3,2,87,437.7492,1.558,0.96,12,1.386294361,0.5,2,4,16,4,4,965.8256195,4,3,2020,,2012025295,H12-S0411,15DEC20:09:00:00,72,1050,3000125,1,8.016607664,,
5,10,1,5,15,108,116.306,0.662,0.374,12,4,3,1923685200,15,444.7475945,3.63758616,37,721.5,6,4,108,116.306,0.662,0.374,12,1.386294361,0.5,2,4,16,4,4,444.7475945,4,3,2020,,2012026141,H12-S0411,15DEC20:21:00:00,72,430,3000126,2,3.429673149,,
5,10,1,5,16,107,106.152,0.701,0.386,12,4,4,1923728400,16,425.4933793,3.610917913,36,684,5,4,107,106.152,0.701,0.386,12,1.386294361,0.5,2,4,16,4,4,425.4933793,4,4,2020,,2012027079,H12-S0411,16DEC20:09:00:00,69.5,425,3000127,1,0.116089247,,
5,10,1,5,16,108,124.028,0.66,0.392,12,4,4,1923771600,16,457.1653412,3.63758616,37,721.5,6,4,108,124.028,0.66,0.392,12,1.386294361,0.5,2,4,16,4,4,457.1653412,4,4,2020,,2012027764,H12-S0411,16DEC20:21:00:00,68.5,440,3000128,1,3.901213902,,
5,10,1,5,17,107,117.343,0.715,0.385,12,4,5,1923814800,17,444.2760865,3.610917913,36,684,5,4,107,117.343,0.715,0.385,12,1.386294361,0.5,2,4,16,4,4,444.2760865,4,5,2020,,2012028715,H12-S0411,17DEC20:09:00:00,71,440,3000129,1,0.971837841,,
5,10,1,5,17,108,134.404,0.672,0.388,12,4,5,1923858000,17,468.1615672,3.63758616,37,721.5,6,4,108,134.404,0.672,0.388,12,1.386294361,0.5,2,4,16,4,4,468.1615672,4,5,2020,,2012029537,H12-S0411,17DEC20:21:00:00,74,460,3000130,1,1.774253748,,
5,10,1,5,18,106,139.046,0.633,0.386,12,4,6,1923901200,18,462.8085845,3.583518939,35,647.5,5,4,106,139.046,0.633,0.386,12,1.386294361,0.5,2,4,16,4,4,462.8085845,4,6,2020,,2012030518,H12-S0411,18DEC20:09:00:00,72,460,3000131,1,0.610561852,,
5,10,1,5,18,108,133.607,0.699,0.387,12,4,6,1923944400,18,467.1980681,3.63758616,37,721.5,6,4,108,133.607,0.699,0.387,12,1.386294361,0.5,2,4,16,4,4,467.1980681,4,6,2020,,2012031324,H12-S0411,18DEC20:21:00:00,70,440,3000132,1,6.181379111,,
5,10,1,5,19,108,130.47,0.656,0.393,12,4,7,1923987600,19,459.5340975,3.63758616,37,721.5,6,4,108,130.47,0.656,0.393,12,1.386294361,0.5,2,4,16,4,4,459.5340975,4,7,2020,,2012032122,H12-S0411,19DEC20:09:00:00,72,470,3000133,0,2.226787766,,
5,10,1,5,19,108,132.382,0.635,0.377,12,4,7,1924030800,19,463.6743433,3.63758616,37,721.5,6,4,108,132.382,0.635,0.377,12,1.386294361,0.5,2,4,16,4,4,463.6743433,4,7,2020,,2012032721,H12-S0411,19DEC20:21:00:00,72,450,3000134,0,3.038742956,,
6,10,2,5,20,108,139.263,0.702,0.38,12,4,1,1924074000,20,465.8612668,3.63758616,37,721.5,6,4,108,139.263,0.702,0.38,12,1.386294361,0.5,2,4,16,4,4,465.8612668,4,1,2020,,2012033542,H12-S0411,20DEC20:09:00:00,74,460,3000135,2,1.274188439,,
6,10,2,5,20,108,122.525,0.666,0.376,12,4,1,1924117200,20,445.5567787,3.63758616,37,721.5,6,4,108,122.525,0.666,0.376,12,1.386294361,0.5,2,4,16,4,4,445.5567787,4,1,2020,,2012034152,H12-S0411,20DEC20:21:00:00,73,460,3000136,0,3.139830717,,
6,10,2,5,21,108,144.631,0.752,0.398,12,4,2,1924160400,21,481.427864,3.63758616,37,721.5,6,4,108,144.631,0.752,0.398,12,1.386294361,0.5,2,4,16,4,4,481.427864,4,2,2020,,2012035235,H12-S0411,21DEC20:09:00:00,74,490,3000137,0,1.749415512,,
6,10,2,5,21,107,128.214,0.755,0.369,12,4,2,1924203600,21,449.2822925,3.610917913,36,684,5,4,107,128.214,0.755,0.369,12,1.386294361,0.5,2,4,16,4,4,449.2822925,4,2,2020,,2012035995,H12-S0411,21DEC20:21:00:00,73,440,3000138,1,2.109611923,,
7,10,2,5,22,108,129.016,0.652,0.37,12,4,3,1924246800,22,447.7871024,3.63758616,37,721.5,6,4,108,129.016,0.652,0.37,12,1.386294361,0.5,2,4,16,4,4,447.7871024,4,3,2020,,2012036967,H12-S0411,22DEC20:09:00:00,73,450,3000139,0,0.491755022,,
7,10,2,5,23,89,489.6108,0.091278,0.053262,12,4,4,1924333200,23,168.9365457,2.944438979,18,180,5,4,89,489.6108,0.091278,0.053262,12,1.386294361,0.5,2,4,16,4,4,168.9365457,4,4,2020,,2012038735,H12-S0411,23DEC20:09:00:00,145,170,3000140,1,0.625561371,,
7,10,2,5,23,87,445.8384,0.084744,0.053064,12,4,4,1924376400,23,166.7410741,2.833213344,16,144,3,2,87,445.8384,0.084744,0.053064,12,1.386294361,0.5,2,4,16,4,4,166.7410741,4,4,2020,,2012039533,H12-S0411,23DEC20:21:00:00,135,165,3000141,1,1.055196406,,
8,10,3,5,24,88,449.4798,0.097416,0.05247,12,4,5,1924419600,24,167.9313228,2.890371758,17,161.5,4,3,88,449.4798,0.097416,0.05247,12,1.386294361,0.5,2,4,16,4,4,167.9313228,4,5,2020,,2012040518,H12-S0411,24DEC20:09:00:00,140,160,3000142,1,4.957076762,,
8,10,3,5,24,87,428.5638,0.085734,0.05247,12,4,5,1924462800,24,167.7386189,2.833213344,16,144,3,2,87,428.5638,0.085734,0.05247,12,1.386294361,0.5,2,4,16,4,4,167.7386189,4,5,2020,,2012041213,H12-S0411,24DEC20:21:00:00,140,170,3000143,1,1.330224171,,
8,10,3,5,25,88,449.8704,0.099198,0.050292,12,4,6,1924506000,25,167.105201,2.890371758,17,161.5,4,3,88,449.8704,0.099198,0.050292,12,1.386294361,0.5,2,4,16,4,4,167.105201,4,6,2020,,2012042238,H12-S0411,25DEC20:09:00:00,145,165,3000144,0,1.275879394,,
8,10,3,5,25,88,464.2218,0.079596,0.049698,12,4,6,1924549200,25,164.4467703,2.890371758,17,161.5,4,3,88,464.2218,0.079596,0.049698,12,1.386294361,0.5,2,4,16,4,4,164.4467703,4,6,2020,,2012042912,H12-S0411,25DEC20:21:00:00,140,165,3000145,1,0.335290709,,
9,10,4,5,26,87,387.0468,0.087318,0.052866,12,4,7,1924592400,26,166.7429648,2.833213344,16,144,3,2,87,387.0468,0.087318,0.052866,12,1.386294361,0.5,2,4,16,4,4,166.7429648,4,7,2020,,2012043735,H12-S0411,26DEC20:09:00:00,140,170,3000146,2,1.915903035,,
9,10,4,5,26,88,451.2438,0.081378,0.050688,12,4,7,1924635600,26,164.7305745,2.890371758,17,161.5,4,3,88,451.2438,0.081378,0.050688,12,1.386294361,0.5,2,4,16,4,4,164.7305745,4,7,2020,,2012044308,H12-S0411,26DEC20:21:00:00,145,165,3000147,1,0.1632882,,
9,10,4,5,27,88,439.5888,0.08712,0.05049,12,4,1,1924678800,27,166.9481181,2.890371758,17,161.5,4,3,88,439.5888,0.08712,0.05049,12,1.386294361,0.5,2,4,16,4,4,166.9481181,4,1,2020,,2012045081,H12-S0411,27DEC20:09:00:00,145,165,3000148,1,1.18067763,,
9,10,4,5,27,88,461.1096,0.101574,0.052866,12,4,1,1924722000,27,168.7191686,2.890371758,17,161.5,4,3,88,461.1096,0.101574,0.052866,12,1.386294361,0.5,2,4,16,4,4,168.7191686,4,1,2020,,2012045687,H12-S0411,27DEC20:21:00:00,140,160,3000149,0,5.44948035,,
10,10,5,5,28,88,394.3548,0.094842,0.049302,12,4,2,1924765200,28,166.5973442,2.890371758,17,161.5,4,3,88,394.3548,0.094842,0.049302,12,1.386294361,0.5,2,4,16,4,4,166.5973442,4,2,2020,,2012046788,H12-S0411,28DEC20:09:00:00,140,160,3000150,1,4.123340094,,
10,10,5,5,28,88,470.4084,0.086922,0.054648,12,4,2,1924808400,28,169.6591032,2.890371758,17,161.5,4,3,88,470.4084,0.086922,0.054648,12,1.386294361,0.5,2,4,16,4,4,169.6591032,4,2,2020,,2012047589,H12-S0411,28DEC20:21:00:00,140,165,3000151,1,2.823698891,,
10,10,5,5,29,88,453.5622,0.110286,0.0495,12,4,3,1924851600,29,166.956466,2.890371758,17,161.5,4,3,88,453.5622,0.110286,0.0495,12,1.386294361,0.5,2,4,16,4,4,166.956466,4,3,2020,,2012048606,H12-S0411,29DEC20:09:00:00,145,160,3000152,1,4.347791256,,
10,10,5,5,29,88,439.8282,0.084942,0.048906,12,4,3,1924894800,29,166.5136945,2.890371758,17,161.5,4,3,88,439.8282,0.084942,0.048906,12,1.386294361,0.5,2,4,16,4,4,166.5136945,4,3,2020,,2012049339,H12-S0411,29DEC20:21:00:00,145,160,3000153,0,4.071059075,,
10,10,5,5,30,88,434.6496,0.088506,0.04752,12,4,4,1924938000,30,165.8518889,2.890371758,17,161.5,4,3,88,434.6496,0.088506,0.04752,12,1.386294361,0.5,2,4,16,4,4,165.8518889,4,4,2020,,2012050387,H12-S0411,30DEC20:09:00:00,150,155,3000154,1,7.001218613,,
10,10,5,5,30,88,464.1462,0.083556,0.051282,12,4,4,1924981200,30,165.6302083,2.890371758,17,161.5,4,3,88,464.1462,0.083556,0.051282,12,1.386294361,0.5,2,4,16,4,4,165.6302083,4,4,2020,,2012051066,H12-S0411,30DEC20:21:00:00,145,165,3000155,2,0.381944418,,
10,10,5,5,31,88,507.7422,0.090486,0.052074,12,4,5,1925024400,31,168.7780986,2.890371758,17,161.5,4,3,88,507.7422,0.090486,0.052074,12,1.386294361,0.5,2,4,16,4,4,168.7780986,4,5,2020,,2012052095,H12-S0411,31DEC20:09:00:00,145,165,3000156,1,2.289756709,,
10,10,5,5,31,88,437.1318,0.082962,0.051084,12,4,5,1925067600,31,165.7039484,2.890371758,17,161.5,4,3,88,437.1318,0.082962,0.051084,12,1.386294361,0.5,2,4,16,4,4,165.7039484,4,5,2020,,2012052698,H12-S0411,31DEC20:21:00:00,140,165,3000157,0,0.426635364,,
1,1,1,1,1,88,462.483,0.095832,0.051282,1,1,6,1925110800,1,166.8903494,2.890371758,17,161.5,4,3,88,462.483,0.095832,0.051282,1,0,1,1,1,1,1,1,166.8903494,1,6,2021,,2101000884,H12-S0411,01JAN21:09:00:00,150,165,3000158,2,1.145666279,,
1,1,1,1,1,88,487.305,0.080388,0.051876,1,1,6,1925154000,1,165.9257724,2.890371758,17,161.5,4,3,88,487.305,0.080388,0.051876,1,0,1,1,1,1,1,1,165.9257724,1,6,2021,,2101001509,H12-S0411,01JAN21:21:00:00,145,165,3000159,1,0.561074188,,
1,1,1,1,2,88,483.2856,0.102762,0.050292,1,1,7,1925197200,2,167.5819847,2.890371758,17,161.5,4,3,88,483.2856,0.102762,0.050292,1,0,1,1,1,1,1,1,167.5819847,1,7,2021,,2101002324,H12-S0411,02JAN21:09:00:00,140,165,3000160,2,1.564839218,,
1,1,1,1,2,88,463.4406,0.091278,0.051678,1,1,7,1925240400,2,166.5455888,2.890371758,17,161.5,4,3,88,463.4406,0.091278,0.051678,1,0,1,1,1,1,1,1,166.5455888,1,7,2021,,2101002906,H12-S0411,02JAN21:21:00:00,140,165,3000161,0,0.936720491,,
1,1,1,1,3,88,487.5822,0.096426,0.052074,1,1,1,1925283600,3,167.8861056,2.890371758,17,161.5,4,3,88,487.5822,0.096426,0.052074,1,0,1,1,1,1,1,1,167.8861056,1,1,2021,,2101003726,H12-S0411,03JAN21:09:00:00,145,165,3000162,1,1.749154897,,
